"","id","wave","w2val006b","w2rit002"
"5489","5814","b",2,2
"5490","5814","c",3,3
"5491","5815","b",2,4
"5492","5815","c",3,3
"5493","5816","b",2,3
"5494","5817","b",2,2
"5495","5818","b",2,6
"5496","5818","c",1,3
"5497","5819","b",2,1
"5498","5820","b",2,8
"5499","5820","c",2,6
"5500","5821","b",2,2
"5501","5821","c",3,2
"5502","5822","b",2,5
"5503","5822","c",3,3
"5504","5823","b",2,4
"5505","5823","c",3,2
"5506","5824","b",2,3
"5507","5824","c",3,3
"5508","5825","b",2,11
"5509","5825","c",2,6
"5510","5826","b",2,7
"5511","5826","c",2,5
"5512","5827","b",2,6
"5513","5827","c",2,2
"5514","5828","b",2,2
"5515","5828","c",2,3
"5516","5829","b",2,3
"5517","5829","c",2,4
"5518","5830","b",2,5
"5519","5830","c",4,4
"5520","5831","b",2,2
"5521","5832","b",2,6
"5522","5832","c",3,3
"5523","5833","b",2,8
"5524","5833","c",2,4
"5525","5834","b",2,2
"5526","5834","c",3,2
"5527","5835","b",2,2
"5528","5835","c",2,2
"5529","5836","b",2,3
"5530","5836","c",2,3
"5531","5837","b",2,3
"5532","5837","c",2,3
"5533","5838","b",2,2
"5534","5838","c",1,1
"5535","5839","b",2,2
"5536","5839","c",2,2
"5537","5840","b",2,2
"5538","5840","c",2,2
"5539","5841","b",2,5
"5540","5842","b",2,1
"5541","5843","b",2,4
"5542","5843","c",2,3
"5543","5844","b",2,2
"5544","5845","b",2,11
"5545","5845","c",3,4
"5546","5846","b",2,7
"5547","5847","b",2,2
"5548","5847","c",2,1
"5549","5848","b",2,2
"5550","5848","c",3,3
"5551","5849","b",2,4
"5552","5849","c",5,5
"5553","5850","b",2,2
"5554","5850","c",1,1
"5555","5851","b",2,3
"5556","5851","c",2,2
"5557","5852","b",2,1
"5558","5853","b",2,3
"5559","5853","c",2,3
"5560","5854","b",2,2
"5561","5854","c",3,2
"5562","5855","b",2,7
"5563","5856","b",2,8
"5564","5856","c",3,7
"5565","5857","b",2,4
"5566","5857","c",2,2
"5567","5858","b",2,3
"5568","5858","c",2,3
"5569","5859","b",2,7
"5570","5859","c",2,2
"5571","5860","b",2,5
"5572","5860","c",2,3
"5573","5861","b",2,4
"5574","5861","c",4,5
"5575","5862","b",2,3
"5576","5862","c",3,2
"5577","5863","b",2,4
"5578","5863","c",2,3
"5579","5864","b",2,3
"5580","5864","c",2,3
"5581","5865","b",2,4
"5582","5865","c",3,2
"5583","5866","b",2,6
"5584","5866","c",3,3
"5585","5867","b",2,3
"5586","5867","c",3,3
"5587","5868","b",2,2
"5588","5868","c",1,3
"5589","5869","b",2,7
"5590","5869","c",1,4
"5591","5870","b",2,4
"5592","5870","c",3,3
"5593","5871","b",2,11
"5594","5871","c",3,3
"5595","5872","b",2,3
"5596","5872","c",3,2
"5597","5873","b",2,8
"5598","5873","c",3,6
"5599","5874","b",2,3
"5600","5874","c",2,3
"5601","5875","b",2,3
"5602","5875","c",3,2
"5603","5876","b",2,2
"5604","5877","b",2,4
"5605","5877","c",2,3
"5606","5878","b",2,5
"5607","5878","c",3,4
"5608","5879","b",2,3
"5609","5879","c",2,3
"5610","5880","b",2,2
"5611","5880","c",2,3
"5612","5881","b",2,4
"5613","5881","c",2,2
"5614","5882","b",2,3
"5615","5882","c",4,3
"5616","5883","b",2,2
"5617","5883","c",4,2
"5618","5884","b",2,3
"5619","5885","b",2,2
"5620","5885","c",2,1
"5621","5886","b",2,4
"5622","5886","c",2,3
"5623","5887","b",2,2
"5624","5887","c",2,3
"5625","5888","b",2,4
"5626","5888","c",2,2
"5627","5889","b",2,6
"5628","5890","b",2,4
"5629","5890","c",3,2
"5630","5891","b",2,4
"5631","5891","c",2,2
"5632","5892","b",2,2
"5633","5892","c",2,2
"5634","5893","b",3,7
"5635","5893","c",3,3
"5636","5894","b",3,5
"5637","5894","c",2,2
"5638","5895","b",3,4
"5639","5895","c",2,3
"5640","5896","b",3,4
"5641","5896","c",2,3
"5642","5897","b",3,3
"5643","5897","c",2,4
"5644","5898","b",3,3
"5645","5899","b",3,5
"5646","5899","c",2,4
"5647","5900","b",3,5
"5648","5901","b",3,1
"5649","5901","c",2,1
"5650","5902","b",3,3
"5651","5902","c",4,4
"5652","5903","b",3,3
"5653","5903","c",2,2
"5654","5904","b",3,5
"5655","5904","c",3,1
"5656","5905","b",3,3
"5657","5905","c",4,2
"5658","5906","b",3,4
"5659","5906","c",3,3
"5660","5907","b",3,3
"5661","5907","c",3,2
"5662","5908","b",3,3
"5663","5909","b",3,6
"5664","5909","c",3,4
"5665","5910","b",3,3
"5666","5910","c",2,2
"5667","5911","b",3,4
"5668","5911","c",4,2
"5669","5912","b",3,4
"5670","5913","b",3,2
"5671","5913","c",3,2
"5672","5914","b",3,7
"5673","5914","c",2,2
"5674","5915","b",3,5
"5675","5915","c",2,3
"5676","5916","b",3,6
"5677","5916","c",3,4
"5678","5917","b",3,6
"5679","5917","c",3,4
"5680","5918","b",3,4
"5681","5919","b",3,3
"5682","5919","c",3,6
"5683","5920","b",3,5
"5684","5920","c",3,4
"5685","5921","b",3,1
"5686","5922","b",3,7
"5687","5922","c",3,3
"5688","5923","b",3,6
"5689","5923","c",3,4
"5690","5924","b",3,4
"5691","5924","c",2,3
"5692","5925","b",3,5
"5693","5925","c",3,5
"5694","5926","b",3,2
"5695","5926","c",2,2
"5696","5927","b",3,4
"5697","5927","c",4,1
"5698","5928","b",3,2
"5699","5928","c",2,2
"5700","5929","b",3,1
"5701","5930","b",3,4
"5702","5930","c",3,4
"5703","5931","b",3,5
"5704","5931","c",4,3
"5705","5932","b",3,3
"5706","5932","c",3,2
"5707","5933","b",3,4
"5708","5933","c",4,6
"5709","5934","b",3,4
"5710","5934","c",5,3
"5711","5935","b",3,3
"5712","5935","c",3,1
"5713","5936","b",3,7
"5714","5936","c",4,5
"5715","5937","b",3,3
"5716","5938","b",3,3
"5717","5938","c",3,2
"5718","5939","b",3,6
"5719","5940","b",3,5
"5720","5940","c",2,3
"5721","5941","b",3,3
"5722","5942","b",3,2
"5723","5942","c",3,2
"5724","5943","b",3,5
"5725","5943","c",2,4
"5726","5944","b",3,4
"5727","5945","c",2,4
"5728","5946","b",3,3
"5729","5946","c",5,3
"5730","5947","b",3,1
"5731","5948","b",3,4
"5732","5948","c",2,2
"5733","5949","b",3,3
"5734","5949","c",3,2
"5735","5950","b",3,3
"5736","5950","c",2,5
"5737","5951","b",3,2
"5738","5951","c",3,2
"5739","5952","b",3,3
"5740","5953","b",3,2
"5741","5954","b",3,6
"5742","5954","c",3,4
"5743","5955","b",3,2
"5744","5955","c",4,2
"5745","5956","b",3,2
"5746","5957","b",3,3
"5747","5957","c",4,3
"5748","5958","b",3,4
"5749","5958","c",4,3
"5750","5959","b",3,3
"5751","5959","c",4,2
"5752","5960","b",3,3
"5753","5960","c",4,3
"5754","5961","b",3,6
"5755","5961","c",4,3
"5756","5962","b",3,9
"5757","5962","c",3,6
"5758","5963","b",3,1
"5759","5963","c",2,2
"5760","5964","b",3,1
"5761","5964","c",2,1
"5762","5965","b",3,1
"5763","5966","b",3,3
"5764","5966","c",4,3
"5765","5967","b",3,3
"5766","5968","b",3,3
"5767","5969","b",3,3
"5768","5969","c",4,5
"5769","5970","b",3,4
"5770","5970","c",2,3
"5771","5971","b",3,2
"5772","5972","b",3,3
"5773","5972","c",3,3
"5774","5973","b",3,2
"5775","5973","c",3,1
"5776","5974","b",3,5
"5777","5974","c",4,3
"5778","5975","b",3,3
"5779","5976","b",3,3
"5780","5977","b",3,3
"5781","5977","c",3,2
"5782","5978","b",3,4
"5783","5978","c",2,2
"5784","5979","b",3,3
"5785","5980","b",3,2
"5786","5980","c",3,2
"5787","5981","b",3,3
"5788","5981","c",3,3
"5789","5982","b",3,3
"5790","5982","c",3,4
"5791","5983","b",3,8
"5792","5983","c",3,5
"5793","5984","b",3,2
"5794","5984","c",3,2
"5795","5985","b",3,2
"5796","5985","c",3,2
"5797","5987","b",3,3
"5798","5987","c",3,3
"5799","5988","b",3,7
"5800","5988","c",3,3
"5801","5989","b",3,7
"5802","5989","c",3,3
"5803","5990","b",3,2
"5804","5990","c",2,3
"5805","5991","b",3,5
"5806","5991","c",3,4
"5807","5992","b",3,5
"5808","5993","b",3,2
"5809","5994","b",3,5
"5810","5994","c",3,3
"5811","5995","b",3,3
"5812","5995","c",4,3
"5813","5996","b",3,3
"5814","5996","c",3,3
"5815","5997","b",3,3
"5816","5997","c",3,6
"5817","5998","b",3,5
"5818","5998","c",3,4
"5819","5999","b",3,2
"5820","5999","c",3,2
"5821","6000","b",3,3
"5822","6001","b",3,1
"5823","6002","b",3,7
"5824","6002","c",3,5
"5825","6003","b",3,5
"5826","6003","c",3,3
"5827","6004","b",3,2
"5828","6004","c",3,2
"5829","6005","b",3,7
"5830","6005","c",2,2
"5831","6006","b",3,2
"5832","6006","c",4,2
"5833","6007","b",3,2
"5834","6007","c",3,5
"5835","6008","b",3,7
"5836","6008","c",3,4
"5837","6009","b",3,5
"5838","6009","c",2,5
"5839","6010","b",3,5
"5840","6010","c",3,3
"5841","6011","b",3,4
"5842","6011","c",2,3
"5843","6012","b",3,7
"5844","6012","c",3,4
"5845","6013","b",3,2
"5846","6014","b",3,5
"5847","6015","b",3,5
"5848","6015","c",3,3
"5849","6016","b",3,2
"5850","6016","c",2,4
"5851","6017","b",3,3
"5852","6017","c",3,2
"5853","6018","b",3,4
"5854","6018","c",3,2
"5855","6019","b",3,3
"5856","6019","c",3,5
"5857","6020","b",3,8
"5858","6020","c",3,5
"5859","6021","b",3,4
"5860","6021","c",3,4
"5861","6022","b",3,6
"5862","6022","c",4,2
"5863","6023","b",3,3
"5864","6024","b",3,3
"5865","6025","b",3,6
"5866","6026","b",3,2
"5867","6027","b",3,2
"5868","6028","b",3,3
"5869","6028","c",3,3
"5870","6029","b",3,8
"5871","6029","c",1,1
"5872","6030","b",3,3
"5873","6030","c",2,3
"5874","6031","b",3,2
"5875","6031","c",2,2
"5876","6032","b",3,3
"5877","6032","c",3,2
"5878","6033","b",3,4
"5879","6033","c",3,4
"5880","6034","b",3,1
"5881","6034","c",3,2
"5882","6035","b",3,6
"5883","6035","c",2,3
"5884","6036","b",3,5
"5885","6036","c",2,2
"5886","6037","b",3,4
"5887","6037","c",3,3
"5888","6038","b",3,3
"5889","6038","c",3,2
"5890","6039","b",3,3
"5891","6039","c",3,2
"5892","6040","b",3,8
"5893","6040","c",2,6
"5894","6041","b",3,2
"5895","6041","c",4,1
"5896","6042","b",3,3
"5897","6042","c",3,3
"5898","6043","b",3,2
"5899","6043","c",4,2
"5900","6044","b",3,5
"5901","6044","c",2,3
"5902","6045","b",3,2
"5903","6046","b",3,2
"5904","6046","c",4,2
"5905","6047","b",3,5
"5906","6047","c",3,4
"5907","6048","b",3,5
"5908","6048","c",3,4
"5909","6049","b",3,3
"5910","6049","c",3,3
"5911","6050","b",3,2
"5912","6050","c",3,2
"5913","6051","b",3,3
"5914","6051","c",3,2
"5915","6052","b",3,5
"5916","6052","c",4,3
"5917","6053","b",3,2
"5918","6053","c",3,2
"5919","6054","b",3,3
"5920","6054","c",4,2
"5921","6055","b",3,3
"5922","6055","c",3,2
"5923","6056","b",3,6
"5924","6056","c",2,4
"5925","6057","b",3,3
"5926","6058","b",3,6
"5927","6058","c",2,3
"5928","6059","b",3,3
"5929","6059","c",2,3
"5930","6060","b",3,3
"5931","6060","c",3,3
"5932","6061","b",3,2
"5933","6061","c",4,3
"5934","6063","b",3,3
"5935","6063","c",5,7
"5936","6064","b",3,4
"5937","6064","c",3,2
"5938","6065","b",3,11
"5939","6066","b",3,3
"5940","6066","c",3,2
"5941","6067","b",3,5
"5942","6068","b",3,4
"5943","6068","c",3,2
"5944","6069","b",3,3
"5945","6069","c",2,3
"5946","6070","b",3,3
"5947","6070","c",3,3
"5948","6071","b",3,5
"5949","6071","c",2,2
"5950","6072","b",3,5
"5951","6072","c",3,3
"5952","6073","b",3,4
"5953","6073","c",4,4
"5954","6074","b",3,5
"5955","6074","c",3,3
"5956","6075","b",3,2
"5957","6076","b",3,3
"5958","6076","c",3,3
"5959","6077","b",3,3
"5960","6077","c",3,2
"5961","6078","b",3,7
"5962","6078","c",2,3
"5963","6079","b",3,2
"5964","6080","b",3,2
"5965","6080","c",3,2
"5966","6081","b",3,4
"5967","6081","c",3,3
"5968","6082","b",3,4
"5969","6082","c",4,4
"5970","6083","b",3,1
"5971","6083","c",2,2
"5972","6084","b",3,5
"5973","6084","c",3,3
"5974","6085","b",3,3
"5975","6086","b",3,7
"5976","6086","c",4,4
"5977","6087","b",3,7
"5978","6088","b",3,5
"5979","6088","c",3,4
"5980","6089","b",3,3
"5981","6089","c",5,3
"5982","6090","b",3,11
"5983","6090","c",4,4
"5984","6091","b",3,2
"5985","6091","c",3,1
"5986","6092","b",3,7
"5987","6092","c",2,5
"5988","6093","b",3,5
"5989","6093","c",3,3
"5990","6094","b",3,5
"5991","6094","c",3,4
"5992","6095","b",3,2
"5993","6095","c",3,2
"5994","6096","b",3,5
"5995","6097","b",3,3
"5996","6098","b",3,5
"5997","6098","c",3,3
"5998","6099","b",3,6
"5999","6100","b",3,5
"6000","6101","b",3,3
"6001","6101","c",2,3
"6002","6102","b",3,5
"6003","6102","c",3,3
"6004","6103","b",3,2
"6005","6103","c",5,2
"6006","6104","b",3,5
"6007","6104","c",3,4
"6008","6105","b",3,6
"6009","6106","b",3,3
"6010","6106","c",3,2
"6011","6107","b",3,3
"6012","6107","c",3,2
"6013","6108","b",3,3
"6014","6108","c",4,2
"6015","6109","b",3,1
"6016","6110","b",3,4
"6017","6110","c",4,2
"6018","6111","b",3,3
"6019","6111","c",3,2
"6020","6112","b",3,7
"6021","6112","c",4,5
"6022","6113","b",3,4
"6023","6113","c",4,3
"6024","6114","b",3,7
"6025","6115","b",3,2
"6026","6115","c",3,2
"6027","6116","b",3,9
"6028","6116","c",5,4
"6029","6117","b",3,2
"6030","6118","b",3,3
"6031","6118","c",4,3
"6032","6119","b",3,3
"6033","6119","c",2,2
"6034","6120","b",3,4
"6035","6120","c",3,3
"6036","6121","b",3,3
"6037","6121","c",3,2
"6038","6122","b",3,2
"6039","6122","c",2,4
"6040","6123","b",3,5
"6041","6123","c",4,4
"6042","6124","b",3,2
"6043","6125","b",3,5
"6044","6125","c",4,3
"6045","6126","b",3,5
"6046","6126","c",3,2
"6047","6127","b",3,6
"6048","6127","c",2,5
"6049","6128","b",3,4
"6050","6128","c",2,4
"6051","6129","b",3,3
"6052","6130","b",3,3
"6053","6130","c",3,4
"6054","6131","b",3,2
"6055","6131","c",2,2
"6056","6132","b",3,3
"6057","6133","b",3,2
"6058","6133","c",4,2
"6059","6134","b",3,6
"6060","6135","b",3,6
"6061","6135","c",3,5
"6062","6136","b",3,3
"6063","6136","c",4,3
"6064","6137","b",3,4
"6065","6137","c",4,4
"6066","6138","b",3,2
"6067","6138","c",3,1
"6068","6139","b",3,4
"6069","6139","c",3,3
"6070","6140","b",3,4
"6071","6140","c",3,3
"6072","6141","b",3,2
"6073","6141","c",4,3
"6074","6142","b",3,5
"6075","6142","c",3,2
"6076","6143","b",3,3
"6077","6143","c",3,3
"6078","6144","b",3,3
"6079","6144","c",4,3
"6080","6145","b",3,2
"6081","6145","c",3,2
"6082","6146","b",3,1
"6083","6146","c",3,3
"6084","6147","b",3,2
"6085","6147","c",4,3
"6086","6148","b",3,4
"6087","6148","c",3,4
"6088","6149","b",3,2
"6089","6149","c",3,2
"6090","6150","b",3,4
"6091","6150","c",4,4
"6092","6151","b",3,3
"6093","6152","b",3,4
"6094","6152","c",4,3
"6095","6153","b",3,4
"6096","6153","c",3,5
"6097","6154","b",3,3
"6098","6154","c",4,3
"6099","6155","b",3,2
"6100","6155","c",2,4
"6101","6156","b",3,4
"6102","6156","c",3,3
"6103","6157","b",3,2
"6104","6157","c",4,3
"6105","6158","b",3,4
"6106","6158","c",3,2
"6107","6159","b",3,1
"6108","6159","c",2,2
"6109","6160","b",3,3
"6110","6160","c",3,3
"6111","6161","b",3,3
"6112","6161","c",3,2
"6113","6162","b",3,4
"6114","6162","c",3,4
"6115","6163","b",3,4
"6116","6164","b",3,5
"6117","6164","c",3,3
"6118","6165","b",3,2
"6119","6166","b",3,2
"6120","6166","c",3,2
"6121","6167","b",3,6
"6122","6167","c",2,5
"6123","6168","b",3,2
"6124","6168","c",3,2
"6125","6169","b",3,4
"6126","6169","c",3,3
"6127","6170","b",3,3
"6128","6170","c",4,1
"6129","6171","b",3,3
"6130","6171","c",3,3
"6131","6172","b",3,2
"6132","6172","c",4,2
"6133","6173","b",3,1
"6134","6173","c",4,2
"6135","6174","b",3,3
"6136","6174","c",5,3
"6137","6175","b",3,3
"6138","6175","c",3,2
"6139","6176","b",3,3
"6140","6177","b",3,4
"6141","6177","c",3,4
"6142","6178","b",3,4
"6143","6178","c",3,3
"6144","6179","b",3,11
"6145","6179","c",4,7
"6146","6180","b",3,5
"6147","6180","c",4,2
"6148","6181","b",3,6
"6149","6181","c",2,4
"6150","6182","b",3,5
"6151","6182","c",3,3
"6152","6183","b",3,2
"6153","6183","c",3,2
"6154","6184","b",3,7
"6155","6184","c",5,3
"6156","6185","b",3,7
"6157","6186","b",3,4
"6158","6186","c",3,4
"6159","6187","b",3,6
"6160","6187","c",5,6
"6161","6188","b",3,8
"6162","6189","b",3,7
"6163","6190","b",4,8
"6164","6190","c",3,7
"6165","6191","b",4,8
"6166","6191","c",4,5
"6167","6192","b",4,5
"6168","6192","c",4,4
"6169","6193","b",4,6
"6170","6193","c",4,6
"6171","6194","b",4,8
"6172","6194","c",5,6
"6173","6195","b",4,5
"6174","6196","b",4,2
"6175","6196","c",3,2
"6176","6197","b",4,3
"6177","6197","c",2,4
"6178","6198","b",4,4
"6179","6198","c",4,4
"6180","6199","b",4,2
"6181","6199","c",3,2
"6182","6200","b",4,7
"6183","6200","c",2,3
"6184","6201","b",4,7
"6185","6201","c",5,4
"6186","6202","b",4,8
"6187","6202","c",2,5
"6188","6203","b",4,2
"6189","6203","c",4,3
"6190","6204","b",4,8
"6191","6204","c",3,5
"6192","6205","b",4,2
"6193","6205","c",4,2
"6194","6206","b",4,4
"6195","6206","c",4,3
"6196","6207","b",4,7
"6197","6207","c",1,5
"6198","6208","b",4,5
"6199","6208","c",4,4
"6200","6209","b",4,3
"6201","6210","b",4,4
"6202","6210","c",4,3
"6203","6211","b",4,6
"6204","6211","c",3,4
"6205","6212","b",4,4
"6206","6212","c",3,3
"6207","6213","b",4,5
"6208","6213","c",4,2
"6209","6214","b",4,7
"6210","6215","b",4,1
"6211","6215","c",3,1
"6212","6216","b",4,3
"6213","6216","c",4,3
"6214","6217","b",4,1
"6215","6217","c",1,1
"6216","6218","b",4,4
"6217","6218","c",4,3
"6218","6219","b",4,1
"6219","6220","b",4,3
"6220","6220","c",3,4
"6221","6221","b",4,1
"6222","6221","c",4,1
"6223","6222","b",4,8
"6224","6222","c",5,2
"6225","6223","b",4,2
"6226","6223","c",4,3
"6227","6224","b",4,1
"6228","6224","c",5,1
"6229","6225","b",4,3
"6230","6225","c",3,3
"6231","6226","b",4,5
"6232","6226","c",3,3
"6233","6227","b",4,5
"6234","6227","c",3,4
"6235","6228","b",4,3
"6236","6228","c",5,2
"6237","6229","b",4,6
"6238","6229","c",4,5
"6239","6230","b",4,8
"6240","6231","b",4,2
"6241","6231","c",4,2
"6242","6232","b",4,4
"6243","6232","c",3,3
"6244","6233","b",4,2
"6245","6233","c",2,3
"6246","6234","b",4,11
"6247","6234","c",3,7
"6248","6235","b",4,9
"6249","6235","c",4,2
"6250","6236","b",4,2
"6251","6236","c",4,2
"6252","6237","b",4,3
"6253","6237","c",4,3
"6254","6238","b",4,2
"6255","6238","c",4,2
"6256","6239","b",4,11
"6257","6239","c",3,6
"6258","6240","b",4,2
"6259","6240","c",4,2
"6260","6241","b",4,2
"6261","6241","c",4,2
"6262","6242","b",4,4
"6263","6242","c",4,3
"6264","6243","b",4,5
"6265","6243","c",4,4
"6266","6244","b",4,7
"6267","6244","c",2,5
"6268","6245","b",4,7
"6269","6245","c",3,5
"6270","6246","b",4,7
"6271","6247","b",4,6
"6272","6247","c",3,3
"6273","6248","b",4,7
"6274","6249","b",4,4
"6275","6249","c",4,2
"6276","6250","b",4,1
"6277","6250","c",3,2
"6278","6251","b",4,6
"6279","6251","c",5,2
"6280","6252","b",4,2
"6281","6252","c",3,2
"6282","6253","b",4,3
"6283","6254","b",4,7
"6284","6254","c",5,7
"6285","6255","b",4,5
"6286","6255","c",2,5
"6287","6256","b",4,3
"6288","6256","c",3,2
"6289","6257","b",4,2
"6290","6257","c",2,2
"6291","6258","b",4,3
"6292","6258","c",4,2
"6293","6259","b",4,7
"6294","6259","c",4,3
"6295","6260","b",4,1
"6296","6261","b",4,3
"6297","6261","c",3,2
"6298","6262","b",4,5
"6299","6262","c",5,3
"6300","6263","b",4,6
"6301","6263","c",3,7
"6302","6264","b",4,3
"6303","6264","c",4,2
"6304","6265","b",4,3
"6305","6265","c",4,2
"6306","6266","b",4,8
"6307","6266","c",4,3
"6308","6267","b",4,5
"6309","6267","c",3,6
"6310","6268","b",4,1
"6311","6268","c",3,3
"6312","6269","b",4,5
"6313","6270","b",4,5
"6314","6270","c",2,5
"6315","6271","b",4,4
"6316","6271","c",3,3
"6317","6272","b",4,1
"6318","6273","b",4,2
"6319","6273","c",5,3
"6320","6274","b",4,4
"6321","6274","c",4,4
"6322","6275","b",4,8
"6323","6275","c",4,4
"6324","6276","b",4,1
"6325","6276","c",3,2
"6326","6277","b",4,4
"6327","6277","c",3,4
"6328","6278","b",4,8
"6329","6278","c",4,2
"6330","6279","b",4,5
"6331","6279","c",5,3
"6332","6280","b",4,1
"6333","6281","b",4,3
"6334","6281","c",5,1
"6335","6282","b",4,4
"6336","6282","c",4,3
"6337","6283","b",5,6
"6338","6284","b",5,2
"6339","6284","c",3,2
"6340","6285","b",5,5
"6341","6285","c",3,2
"6342","6286","b",5,8
"6343","6286","c",5,5
"6344","6287","b",5,3
"6345","6287","c",5,2
"6346","6288","b",5,3
"6347","6288","c",4,2
"6348","6289","c",4,3
"6349","6291","c",3,4
"6350","6292","c",3,2
"6351","6294","c",2,3
"6352","6295","c",3,3
"6353","6298","c",3,2
"6354","6299","c",2,4
"6355","6301","c",3,5
"6356","6302","c",4,4
"6357","6303","c",3,2
"6358","6305","c",5,3
"6359","6307","b",1,5
"6360","6307","c",4,6
"6361","6308","b",1,4
"6362","6308","c",1,2
"6363","6309","b",1,5
"6364","6309","c",1,3
"6365","6310","b",1,4
"6366","6310","c",1,3
"6367","6311","b",1,3
"6368","6311","c",2,3
"6369","6312","b",1,3
"6370","6312","c",4,4
"6371","6313","b",1,3
"6372","6314","b",1,2
"6373","6314","c",2,3
"6374","6315","b",2,4
"6375","6315","c",3,3
"6376","6316","b",2,5
"6377","6316","c",1,6
"6378","6317","b",2,4
"6379","6318","b",2,5
"6380","6318","c",3,5
"6381","6319","b",2,5
"6382","6320","b",2,6
"6383","6320","c",2,2
"6384","6321","b",2,7
"6385","6321","c",2,1
"6386","6322","b",2,8
"6387","6322","c",2,3
"6388","6323","b",2,1
"6389","6324","b",2,5
"6390","6325","b",2,2
"6391","6326","b",2,4
"6392","6326","c",3,3
"6393","6327","b",2,8
"6394","6328","b",2,3
"6395","6328","c",3,3
"6396","6329","b",2,2
"6397","6329","c",2,1
"6398","6330","b",2,2
"6399","6330","c",2,4
"6400","6331","b",2,2
"6401","6332","b",2,5
"6402","6333","b",2,5
"6403","6333","c",3,3
"6404","6334","b",2,4
"6405","6334","c",4,3
"6406","6335","b",2,2
"6407","6335","c",2,3
"6408","6336","b",2,2
"6409","6336","c",3,2
"6410","6337","b",2,2
"6411","6337","c",4,4
"6412","6338","b",2,9
"6413","6338","c",2,4
"6414","6339","b",2,5
"6415","6339","c",3,3
"6416","6340","b",2,3
"6417","6340","c",2,3
"6418","6341","b",2,4
"6419","6341","c",2,5
"6420","6342","b",2,4
"6421","6342","c",2,3
"6422","6343","b",2,5
"6423","6343","c",2,2
"6424","6344","b",2,5
"6425","6344","c",2,2
"6426","6345","b",2,3
"6427","6346","b",2,3
"6428","6346","c",2,2
"6429","6347","b",2,3
"6430","6347","c",2,2
"6431","6348","b",2,2
"6432","6348","c",2,2
"6433","6349","b",2,9
"6434","6349","c",2,3
"6435","6350","b",2,4
"6436","6350","c",2,4
"6437","6351","b",2,3
"6438","6351","c",4,4
"6439","6352","b",2,2
"6440","6352","c",1,1
"6441","6353","b",2,7
"6442","6353","c",2,4
"6443","6354","b",2,4
"6444","6355","b",2,2
"6445","6355","c",3,2
"6446","6356","b",2,8
"6447","6357","b",2,6
"6448","6357","c",3,3
"6449","6358","b",2,3
"6450","6358","c",2,2
"6451","6359","b",2,2
"6452","6359","c",2,3
"6453","6360","b",2,4
"6454","6360","c",2,3
"6455","6361","b",2,3
"6456","6361","c",4,3
"6457","6362","b",2,2
"6458","6363","b",2,4
"6459","6363","c",4,3
"6460","6364","b",2,7
"6461","6365","b",2,1
"6462","6365","c",3,1
"6463","6366","b",2,3
"6464","6366","c",3,3
"6465","6367","b",2,3
"6466","6367","c",2,2
"6467","6368","b",2,5
"6468","6368","c",3,2
"6469","6369","b",2,3
"6470","6369","c",5,5
"6471","6370","b",2,3
"6472","6371","b",2,2
"6473","6371","c",2,2
"6474","6372","b",2,2
"6475","6372","c",2,3
"6476","6373","b",2,7
"6477","6374","b",2,6
"6478","6374","c",2,4
"6479","6375","b",2,3
"6480","6375","c",2,3
"6481","6376","b",2,8
"6482","6377","b",2,8
"6483","6377","c",2,6
"6484","6378","b",3,3
"6485","6378","c",4,5
"6486","6379","b",3,3
"6487","6379","c",2,3
"6488","6380","b",3,5
"6489","6380","c",3,3
"6490","6381","b",3,8
"6491","6381","c",2,5
"6492","6382","b",3,8
"6493","6383","b",3,4
"6494","6384","b",3,11
"6495","6384","c",3,7
"6496","6385","b",3,2
"6497","6385","c",3,1
"6498","6386","b",3,5
"6499","6386","c",2,3
"6500","6387","c",4,4
"6501","6388","b",3,2
"6502","6388","c",2,2
"6503","6389","b",3,7
"6504","6389","c",4,7
"6505","6390","b",3,4
"6506","6390","c",4,2
"6507","6391","b",3,6
"6508","6391","c",3,3
"6509","6392","b",3,2
"6510","6392","c",4,2
"6511","6393","b",3,4
"6512","6393","c",4,4
"6513","6394","b",3,8
"6514","6394","c",5,4
"6515","6395","b",3,8
"6516","6395","c",2,6
"6517","6396","b",3,11
"6518","6397","b",3,4
"6519","6397","c",2,2
"6520","6398","b",3,8
"6521","6398","c",3,5
"6522","6399","b",3,7
"6523","6400","b",3,2
"6524","6400","c",3,2
"6525","6401","b",3,3
"6526","6402","b",3,1
"6527","6403","b",3,3
"6528","6403","c",3,3
"6529","6404","b",3,8
"6530","6404","c",4,3
"6531","6405","b",3,4
"6532","6405","c",2,4
"6533","6406","b",3,5
"6534","6407","b",3,6
"6535","6407","c",2,3
"6536","6408","b",3,3
"6537","6408","c",3,2
"6538","6409","b",3,2
"6539","6409","c",4,3
"6540","6410","b",3,4
"6541","6411","b",3,6
"6542","6412","b",3,4
"6543","6412","c",3,3
"6544","6413","b",3,5
"6545","6413","c",3,3
"6546","6414","b",3,3
"6547","6415","b",3,4
"6548","6416","b",3,3
"6549","6416","c",4,2
"6550","6417","b",3,4
"6551","6417","c",4,3
"6552","6418","b",3,7
"6553","6418","c",4,4
"6554","6419","b",3,3
"6555","6420","b",3,4
"6556","6420","c",3,4
"6557","6421","b",3,1
"6558","6421","c",3,1
"6559","6422","b",3,1
"6560","6423","b",3,3
"6561","6423","c",2,3
"6562","6424","b",3,3
"6563","6424","c",4,3
